"UserID","UserGroup","ReactionTime"
"1",1,0.332275650899427
"2",1,0.585431422782105
"3",1,2.2060826032364
"4",1,0.022545596975245
"5",1,0.853692187107168
"6",1,1.62615517881719
"7",1,0.00778203833961372
"8",1,0.550669259645611
"9",1,0.0399849601935352
"10",1,0.260660578142556
"11",1,2.52748886820405
"12",1,1.6356919879588
"13",1,0.247357184897621
"14",1,1.60164173161619
"15",1,0.541985609436829
"16",1,2.08329082366167
"17",1,0.464220814911089
"18",1,1.14031981031843
"19",1,1.49111470949116
"20",1,1.19311939633201
"21",1,1.49916588523539
"22",1,0.656102227470359
"23",1,1.15784164433355
"24",1,4.2028153716186
"25",1,0.540870526972935
"26",1,0.521600602656293
"27",1,2.19966725994201
"28",1,0.00139135510285144
"29",1,0.340731685464019
"30",1,0.746533921105167
"31",1,0.464324306149754
"32",1,0.56727850552787
"33",1,1.18496164372938
"34",1,4.09528717750709
"35",1,0.00531941310675238
"36",1,0.520453183630501
"37",1,0.794676109213079
"38",1,0.371823579920875
"39",1,1.78389801690254
"40",1,2.3357775339544
"41",1,0.241917192234674
"42",1,0.109738180383168
"43",1,0.451770201561935
"44",1,0.286859937369168
"45",1,1.09911099647442
"46",1,2.98362390886963
"47",1,0.518837764457385
"48",1,0.425717462085718
"49",1,0.079067119155735
"50",1,1.09183178282626
"51",1,0.128976528119577
"52",1,0.240216373085559
"53",1,2.13853836095106
"54",1,0.83933946215487
"55",1,2.34159941097008
"56",1,0.0191326015379111
"57",1,1.6196965646966
"58",1,0.0549126303231569
"59",1,1.03112230312493
"60",1,0.690609870066344
"61",1,1.50211507607383
"62",1,2.28037111491327
"63",1,1.06321628321778
"64",1,3.87100534172492
"65",1,0.745246828867467
"66",1,0.396831171930935
"67",1,0.377821866826023
"68",1,3.72992606912545
"69",1,0.43023205030306
"70",1,0.524133649552944
"71",1,0.289980847922948
"72",1,1.23207661281207
"73",1,1.34518094573325
"74",1,0.315449600642679
"75",1,0.700558348293682
"76",1,0.795315157420892
"77",1,0.601973548836048
"78",1,0.104946522816265
"79",1,2.17158675461562
"80",1,1.7266468500354
"81",1,0.665046072310815
"82",1,1.49219320503172
"83",1,0.431857574607618
"84",1,1.67119185679004
"85",1,0.019755456459815
"86",1,0.252368833928363
"87",1,0.827883541548252
"88",1,0.347768519332616
"89",1,0.916783800974592
"90",1,0.212478495498229
"91",1,2.45187234497009
"92",1,0.0862562186475113
"93",1,2.38699100084277
"94",1,1.43959951628963
"95",1,0.626796524156528
"96",1,0.324169602071513
"97",1,0.592776355592052
"98",1,0.824467268132049
"99",1,1.12192519985294
"100",1,2.35556444685704
"101",2,0.527321971057311
"102",2,1.67887689405465
"103",2,4.49787883028013
"104",2,0.218323920676856
"105",2,2.3938373465208
"106",2,2.51127330139484
"107",2,1.22817837303097
"108",2,1.15636556729537
"109",2,1.28551967383144
"110",2,0.0653147709297887
"111",2,0.957831443909381
"112",2,0.385389700030742
"113",2,3.80325296940743
"114",2,1.37908781292698
"115",2,0.551377704224804
"116",2,1.66459744453478
"117",2,1.18880932599949
"118",2,1.57091245404799
"119",2,0.865836860127322
"120",2,0.387572547455351
"121",2,0.256512259189377
"122",2,1.10378897981542
"123",2,3.3098689720477
"124",2,0.358075605123441
"125",2,2.85427790074365
"126",2,1.31494467239199
"127",2,6.9513651626947
"128",2,0.740909116897361
"129",2,0.590348749421546
"130",2,3.76653063880916
"131",2,1.18305373831735
"132",2,0.53393303627882
"133",2,2.28752258654005
"134",2,0.337457885737709
"135",2,0.282117224954894
"136",2,0.49929248021136
"137",2,0.432514798913207
"138",2,0.273413787019118
"139",2,1.17745141218357
"140",2,7.26314955764415
"141",2,0.978639250303405
"142",2,1.34981213624286
"143",2,0.635330275020324
"144",2,0.618306986800606
"145",2,1.31916146274633
"146",2,0.918830917764579
"147",2,0.135671012799475
"148",2,0.268656973281063
"149",2,1.09164172619718
"150",2,0.929143433877016
"151",2,0.595122312733569
"152",2,0.812287422684609
"153",2,0.458808352256508
"154",2,1.14863554719021
"155",2,0.810564626318395
"156",2,2.40446050746688
"157",2,1.7521092882756
"158",2,0.152913713975896
"159",2,0.853553412028922
"160",2,1.49418401804943
"161",2,0.718886737189056
"162",2,0.135996352096319
"163",2,0.777087257538548
"164",2,1.03165103583934
"165",2,1.18660297272353
"166",2,1.5766127011314
"167",2,2.63600414121242
"168",2,0.768787624613967
"169",2,0.477025640912928
"170",2,1.52250050183061
"171",2,0.47857129563206
"172",2,1.02961163841069
"173",2,0.594311959867478
"174",2,0.23473738297938
"175",2,1.64077412428055
"176",2,0.938399791004766
"177",2,0.967043316427851
"178",2,2.37488080819163
"179",2,0.99959912313655
"180",2,0.496646352220387
"181",2,1.5546941502332
"182",2,0.823066016294461
"183",2,0.518987512831502
"184",2,0.389173131705372
"185",2,0.356546794301179
"186",2,1.66947431534151
"187",2,2.02217937569658
"188",2,1.25092776563073
"189",2,1.78535298216407
"190",2,1.40432095710815
"191",2,1.83488682764195
"192",2,2.90927656155471
"193",2,0.688059173693297
"194",2,1.20072387495263
"195",2,1.22148677487047
"196",2,1.42082736711409
"197",2,2.15662880428059
"198",2,1.07927653656701
"199",2,0.539276180914575
"200",2,0.230190268396263
